Problem,run,Algo,Optimal
pr107,20,QLSA softmax,49351.0
ulysses16,26,SA,7053.0
gr21,26,QLSA softmax,2707.0
kroA100,27,QLSA softmax,22380.0
hk48,26,SA,11735.0
kroB100,22,SA,24306.0
dantzig42,28,QLSA softmax,746.0
kroB100,23,QLSA epsilon_greedy,23438.0
gr24,26,QLSA softmax,1318.0
ulysses22,26,SA,7287.0
hk48,28,QLSA epsilon_greedy,11926.0
pr107,19,QLSA epsilon_greedy,45916.0
hk48,29,QLSA softmax,12567.0
gr48,27,SA,5241.0
swiss42,20,QLSA softmax,1431.0
berlin52,29,QLSA softmax,8557.0
berlin52,25,QLSA epsilon_greedy,7975.0
bayg29,26,QLSA epsilon_greedy,1679.0
ulysses16,20,QLSA softmax,7276.0
pr107,27,SA,46514.0
kroC100,22,QLSA epsilon_greedy,22204.0
kroB100,24,QLSA softmax,23502.0
burma14,29,QLSA softmax,3442.0
burma14,25,QLSA epsilon_greedy,3551.0
eil76,27,QLSA softmax,632.0
kroC100,20,SA,21291.0
kroA100,26,QLSA epsilon_greedy,21966.0
swiss42,19,QLSA epsilon_greedy,1380.0
bays29,26,QLSA epsilon_greedy,2028.0
eil51,24,QLSA epsilon_greedy,459.0
ulysses22,20,QLSA softmax,7261.0
fri26,27,QLSA softmax,937.0
ulysses16,19,QLSA epsilon_greedy,6870.0
gr48,26,QLSA softmax,5426.0
berlin52,19,SA,8220.0
swiss42,27,SA,1406.0
gr17,27,QLSA softmax,2133.0
kroA100,24,SA,23645.0
burma14,19,SA,3381.0
hk48,27,SA,12204.0
bayg29,20,SA,1657.0
dantzig42,29,QLSA softmax,774.0
ulysses16,27,SA,6900.0
eil51,28,QLSA softmax,490.0
gr21,27,QLSA softmax,3116.0
gr17,29,QLSA epsilon_greedy,2095.0
dantzig42,25,QLSA epsilon_greedy,787.0
dantzig42,29,SA,822.0
ulysses22,19,QLSA epsilon_greedy,7496.0
bays29,20,SA,2034.0
gr21,29,QLSA epsilon_greedy,2825.0
gr24,27,QLSA softmax,1328.0
ulysses22,27,SA,7410.0
bayg29,30,QLSA softmax,1785.0
gr24,29,QLSA epsilon_greedy,1440.0
kroC100,23,QLSA softmax,24538.0
eil76,28,SA,607.0
bayg29,27,QLSA epsilon_greedy,1643.0
bays29,30,QLSA softmax,2186.0
berlin52,26,QLSA epsilon_greedy,8354.0
kroB100,25,QLSA softmax,23844.0
fri26,28,SA,1009.0
eil76,23,QLSA epsilon_greedy,599.0
kroB100,24,QLSA epsilon_greedy,24430.0
bays29,27,QLSA epsilon_greedy,2144.0
pr107,20,QLSA epsilon_greedy,47945.0
gr17,28,SA,2185.0
burma14,26,QLSA epsilon_greedy,3346.0
fri26,23,QLSA epsilon_greedy,960.0
gr21,28,SA,2787.0
gr48,27,QLSA softmax,5631.0
eil51,29,QLSA softmax,471.0
eil51,29,SA,483.0
eil51,25,QLSA epsilon_greedy,491.0
gr48,29,QLSA epsilon_greedy,5669.0
gr24,28,SA,1485.0
swiss42,20,QLSA epsilon_greedy,1394.0
berlin52,20,SA,7903.0
dantzig42,26,QLSA epsilon_greedy,738.0
kroA100,28,QLSA softmax,22801.0
kroA100,27,QLSA epsilon_greedy,24111.0
burma14,20,SA,3718.0
ulysses16,20,QLSA epsilon_greedy,6859.0
kroA100,25,SA,22739.0
dantzig42,30,SA,796.0
pr107,21,QLSA softmax,46122.0
kroB100,26,QLSA softmax,23482.0
hk48,30,QLSA softmax,13114.0
berlin52,30,QLSA softmax,8380.0
ulysses22,20,QLSA epsilon_greedy,7654.0
kroC100,21,SA,23798.0
kroB100,23,SA,24660.0
gr48,28,SA,5454.0
gr17,30,QLSA epsilon_greedy,2208.0
burma14,30,QLSA softmax,3607.0
pr107,28,SA,47850.0
eil76,24,QLSA epsilon_greedy,641.0
hk48,29,QLSA epsilon_greedy,12195.0
berlin52,27,QLSA epsilon_greedy,8073.0
swiss42,21,QLSA softmax,1316.0
burma14,27,QLSA epsilon_greedy,3336.0
gr21,30,QLSA epsilon_greedy,2788.0
fri26,24,QLSA epsilon_greedy,984.0
kroB100,25,QLSA epsilon_greedy,23040.0
ulysses16,21,QLSA softmax,7500.0
eil76,28,QLSA softmax,602.0
gr24,30,QLSA epsilon_greedy,1286.0
swiss42,28,SA,1375.0
eil51,26,QLSA epsilon_greedy,468.0
dantzig42,30,QLSA softmax,791.0
fri26,28,QLSA softmax,937.0
ulysses16,28,SA,7005.0
eil51,30,SA,470.0
ulysses22,21,QLSA softmax,7199.0
dantzig42,27,QLSA epsilon_greedy,793.0
gr17,28,QLSA softmax,2115.0
hk48,28,SA,11993.0
pr107,22,QLSA softmax,46558.0
gr21,28,QLSA softmax,3104.0
kroB100,27,QLSA softmax,24744.0
ulysses22,28,SA,7128.0
bayg29,21,SA,1727.0
pr107,21,QLSA epsilon_greedy,44581.0
gr24,28,QLSA softmax,1377.0
gr48,30,QLSA epsilon_greedy,5330.0
kroC100,22,SA,24406.0
kroC100,23,QLSA epsilon_greedy,22104.0
bays29,21,SA,2261.0
kroA100,28,QLSA epsilon_greedy,22791.0
kroA100,26,SA,22603.0
bayg29,28,QLSA epsilon_greedy,1763.0
swiss42,22,QLSA softmax,1369.0
eil76,29,QLSA softmax,601.0
eil76,29,SA,625.0
ulysses16,22,QLSA softmax,6951.0
eil76,25,QLSA epsilon_greedy,605.0
bays29,28,QLSA epsilon_greedy,2160.0
kroC100,24,QLSA softmax,21212.0
kroA100,29,QLSA softmax,21851.0
swiss42,21,QLSA epsilon_greedy,1392.0
kroB100,26,QLSA epsilon_greedy,23703.0
fri26,29,SA,1041.0
fri26,29,QLSA softmax,1119.0
eil51,30,QLSA softmax,488.0
fri26,25,QLSA epsilon_greedy,974.0
gr17,29,SA,2165.0
ulysses16,21,QLSA epsilon_greedy,6969.0
gr17,29,QLSA softmax,2090.0
ulysses22,22,QLSA softmax,7665.0
eil51,27,QLSA epsilon_greedy,464.0
gr21,29,SA,3182.0
gr48,28,QLSA softmax,5753.0
hk48,30,QLSA epsilon_greedy,12269.0
gr21,29,QLSA softmax,2707.0
kroB100,24,SA,23540.0
bayg29,22,SA,1669.0
ulysses22,21,QLSA epsilon_greedy,7097.0
kroA100,27,SA,22320.0
gr24,29,SA,1393.0
gr24,29,QLSA softmax,1354.0
berlin52,21,SA,8464.0
bays29,22,SA,2180.0
burma14,21,SA,3632.0
pr107,22,QLSA epsilon_greedy,51478.0
berlin52,28,QLSA epsilon_greedy,7851.0
burma14,28,QLSA epsilon_greedy,3336.0
eil76,26,QLSA epsilon_greedy,634.0
gr48,29,SA,5704.0
kroC100,25,QLSA softmax,23104.0
eil76,30,SA,614.0
gr48,29,QLSA softmax,5537.0
pr107,29,SA,49915.0
swiss42,22,QLSA epsilon_greedy,1408.0
kroC100,24,QLSA epsilon_greedy,22125.0
fri26,26,QLSA epsilon_greedy,1077.0
fri26,30,SA,1026.0
ulysses16,22,QLSA epsilon_greedy,6971.0
gr17,30,SA,2306.0
dantzig42,28,QLSA epsilon_greedy,781.0
gr21,30,SA,2849.0
swiss42,29,SA,1375.0
berlin52,22,SA,7752.0
ulysses22,22,QLSA epsilon_greedy,7039.0
pr107,23,QLSA softmax,44509.0
burma14,22,SA,3336.0
kroB100,27,QLSA epsilon_greedy,23332.0
kroB100,28,QLSA softmax,25213.0
ulysses16,29,SA,6859.0
gr24,30,SA,1316.0
kroB100,25,SA,24625.0
hk48,29,SA,13817.0
ulysses22,29,SA,7296.0
kroC100,26,QLSA softmax,21976.0
kroC100,23,SA,24078.0
eil76,30,QLSA softmax,632.0
swiss42,23,QLSA softmax,1346.0
eil76,27,QLSA epsilon_greedy,593.0
bayg29,29,QLSA epsilon_greedy,1706.0
kroA100,29,QLSA epsilon_greedy,23079.0
ulysses16,23,QLSA softmax,6859.0
fri26,30,QLSA softmax,1003.0
gr48,30,SA,5499.0
fri26,27,QLSA epsilon_greedy,1003.0
kroA100,30,QLSA softmax,22777.0
gr17,30,QLSA softmax,2085.0
eil51,28,QLSA epsilon_greedy,454.0
bays29,29,QLSA epsilon_greedy,2186.0
kroC100,25,QLSA epsilon_greedy,25062.0
ulysses22,23,QLSA softmax,7496.0
pr107,30,SA,48427.0
gr21,30,QLSA softmax,2707.0
gr24,30,QLSA softmax,1272.0
kroA100,28,SA,22703.0
bayg29,23,SA,1641.0
swiss42,30,SA,1340.0
bays29,23,SA,2193.0
kroC100,27,QLSA softmax,21203.0
hk48,30,SA,12198.0
ulysses16,30,SA,7207.0
kroB100,26,SA,23041.0
kroB100,28,QLSA epsilon_greedy,24231.0
ulysses22,30,SA,7195.0
gr48,30,QLSA softmax,5272.0
kroB100,29,QLSA softmax,23757.0
kroC100,26,QLSA epsilon_greedy,25001.0
bayg29,30,QLSA epsilon_greedy,1672.0
berlin52,29,QLSA epsilon_greedy,8062.0
burma14,29,QLSA epsilon_greedy,3323.0
bays29,30,QLSA epsilon_greedy,2100.0
kroC100,24,SA,21181.0
kroB100,27,SA,25272.0
berlin52,23,SA,8224.0
kroA100,30,QLSA epsilon_greedy,23324.0
pr107,23,QLSA epsilon_greedy,49104.0
burma14,23,SA,3585.0
dantzig42,29,QLSA epsilon_greedy,719.0
swiss42,23,QLSA epsilon_greedy,1285.0
pr107,24,QLSA softmax,49349.0
eil76,28,QLSA epsilon_greedy,667.0
ulysses16,23,QLSA epsilon_greedy,6950.0
fri26,28,QLSA epsilon_greedy,971.0
berlin52,30,QLSA epsilon_greedy,8288.0
swiss42,24,QLSA softmax,1337.0
ulysses22,23,QLSA epsilon_greedy,7223.0
burma14,30,QLSA epsilon_greedy,3323.0
ulysses16,24,QLSA softmax,7008.0
eil51,29,QLSA epsilon_greedy,470.0
kroC100,28,QLSA softmax,21730.0
kroC100,27,QLSA epsilon_greedy,22339.0
ulysses22,24,QLSA softmax,7256.0
kroC100,25,SA,22443.0
dantzig42,30,QLSA epsilon_greedy,778.0
kroA100,29,SA,25837.0
bayg29,24,SA,1815.0
pr107,25,QLSA softmax,46254.0
pr107,24,QLSA epsilon_greedy,49439.0
kroB100,29,QLSA epsilon_greedy,24232.0
bays29,24,SA,2028.0
kroB100,30,QLSA softmax,23945.0
swiss42,24,QLSA epsilon_greedy,1406.0
swiss42,25,QLSA softmax,1423.0
ulysses16,24,QLSA epsilon_greedy,6870.0
ulysses16,25,QLSA softmax,7053.0
kroB100,28,SA,23113.0
eil51,30,QLSA epsilon_greedy,471.0
ulysses22,24,QLSA epsilon_greedy,7013.0
ulysses22,25,QLSA softmax,7105.0
pr107,26,QLSA softmax,49446.0
berlin52,24,SA,8220.0
kroC100,26,SA,24275.0
kroA100,30,SA,22950.0
bayg29,25,SA,1925.0
burma14,24,SA,3359.0
kroC100,28,QLSA epsilon_greedy,24309.0
pr107,25,QLSA epsilon_greedy,47098.0
bays29,25,SA,2122.0
swiss42,26,QLSA softmax,1398.0
eil76,29,QLSA epsilon_greedy,646.0
ulysses16,26,QLSA softmax,6875.0
kroC100,29,QLSA softmax,21469.0
swiss42,25,QLSA epsilon_greedy,1369.0
fri26,29,QLSA epsilon_greedy,994.0
kroC100,27,SA,24075.0
pr107,27,QLSA softmax,44676.0
ulysses16,25,QLSA epsilon_greedy,6859.0
ulysses22,26,QLSA softmax,7077.0
kroB100,30,QLSA epsilon_greedy,23480.0
ulysses22,25,QLSA epsilon_greedy,7468.0
bayg29,26,SA,1634.0
swiss42,27,QLSA softmax,1321.0
bays29,26,SA,2255.0
berlin52,25,SA,8228.0
ulysses16,27,QLSA softmax,7204.0
burma14,25,SA,3336.0
pr107,26,QLSA epsilon_greedy,51598.0
ulysses22,27,QLSA softmax,7155.0
eil76,30,QLSA epsilon_greedy,574.0
bayg29,27,SA,1678.0
swiss42,26,QLSA epsilon_greedy,1523.0
fri26,30,QLSA epsilon_greedy,978.0
ulysses16,26,QLSA epsilon_greedy,6865.0
bays29,27,SA,2224.0
berlin52,26,SA,8054.0
ulysses22,26,QLSA epsilon_greedy,7410.0
kroB100,29,SA,24126.0
burma14,26,SA,3323.0
kroC100,29,QLSA epsilon_greedy,21232.0
berlin52,27,SA,8072.0
burma14,27,SA,3671.0
pr107,27,QLSA epsilon_greedy,45470.0
kroC100,28,SA,22340.0
pr107,28,QLSA softmax,48835.0
kroC100,30,QLSA softmax,22538.0
swiss42,27,QLSA epsilon_greedy,1398.0
kroB100,30,SA,23358.0
ulysses16,27,QLSA epsilon_greedy,6870.0
swiss42,28,QLSA softmax,1435.0
ulysses16,28,QLSA softmax,6944.0
ulysses22,27,QLSA epsilon_greedy,7189.0
ulysses22,28,QLSA softmax,7284.0
kroC100,30,QLSA epsilon_greedy,21950.0
bayg29,28,SA,1650.0
pr107,28,QLSA epsilon_greedy,49868.0
bays29,28,SA,2060.0
swiss42,28,QLSA epsilon_greedy,1302.0
ulysses16,28,QLSA epsilon_greedy,6859.0
pr107,29,QLSA softmax,45705.0
ulysses22,28,QLSA epsilon_greedy,7375.0
berlin52,28,SA,8855.0
swiss42,29,QLSA softmax,1365.0
burma14,28,SA,3690.0
ulysses16,29,QLSA softmax,7153.0
kroC100,29,SA,24262.0
ulysses22,29,QLSA softmax,7207.0
bayg29,29,SA,1615.0
bays29,29,SA,2104.0
pr107,29,QLSA epsilon_greedy,48178.0
kroC100,30,SA,21989.0
swiss42,29,QLSA epsilon_greedy,1325.0
ulysses16,29,QLSA epsilon_greedy,6865.0
berlin52,29,SA,7721.0
burma14,29,SA,3466.0
pr107,30,QLSA softmax,48678.0
ulysses22,29,QLSA epsilon_greedy,7013.0
swiss42,30,QLSA softmax,1311.0
ulysses16,30,QLSA softmax,7101.0
ulysses22,30,QLSA softmax,7198.0
pr107,30,QLSA epsilon_greedy,47293.0
bayg29,30,SA,1718.0
bays29,30,SA,2163.0
swiss42,30,QLSA epsilon_greedy,1326.0
ulysses16,30,QLSA epsilon_greedy,6859.0
ulysses22,30,QLSA epsilon_greedy,7496.0
berlin52,30,SA,8431.0
burma14,30,SA,3754.0
